DATAFLOW,MEASURE,INDEX,HOUSHOLD_TYPE,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,BASE_PERIOD,OBS_STATUS,OBS_COMMENT
ABS:LCI(1.0.0),1,10001,P1,50,Q,2019-Q4,78.88,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2020-Q1,79,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2020-Q2,76.92,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2020-Q3,77.91,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2020-Q4,78.59,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2021-Q1,78.97,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2021-Q2,79.51,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2021-Q3,79.95,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2021-Q4,80.62,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2022-Q1,81.98,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2022-Q2,83.16,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2022-Q3,85.37,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2022-Q4,88.12,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2023-Q1,89.83,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2023-Q2,91.23,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2023-Q3,93.03,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2023-Q4,94.1,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2024-Q1,95.66,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2024-Q2,96.92,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2024-Q3,97.43,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2024-Q4,97.87,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2025-Q1,98.93,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2025-Q2,99.38,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2025-Q3,100,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2025-Q4,100.15,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2026-Q1,101.54,,,,
ABS:LCI(1.0.0),1,10001,P1,50,Q,2026-Q2,103.05,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2007-Q2,36.78,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2007-Q3,36.98,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2007-Q4,37.45,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2008-Q1,37.84,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2008-Q2,38.57,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2008-Q3,39.16,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2008-Q4,39.69,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2009-Q1,40.08,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2009-Q2,40.47,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2009-Q3,40.79,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2009-Q4,41.05,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2010-Q1,41.54,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2010-Q2,43.92,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2010-Q3,45.22,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2010-Q4,45.58,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2011-Q1,46.06,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2011-Q2,46.36,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2011-Q3,46.58,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2011-Q4,46.99,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2012-Q1,47.65,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2012-Q2,48.12,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2012-Q3,48.55,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2012-Q4,48.63,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2013-Q1,49.36,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2013-Q2,50.01,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2013-Q3,50.4,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2013-Q4,51.2,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2014-Q1,52.61,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2014-Q2,53.41,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2014-Q3,53.96,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2014-Q4,54.81,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2015-Q1,55.24,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2015-Q2,55.88,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2015-Q3,56.54,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2015-Q4,58,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2016-Q1,58.5,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2016-Q2,59.05,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2016-Q3,59.7,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2016-Q4,61.28,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2017-Q1,61.96,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2017-Q2,62.42,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2017-Q3,63.71,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2017-Q4,65.67,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2018-Q1,66.19,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2018-Q2,67.16,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2018-Q3,68.01,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2018-Q4,70.03,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2019-Q1,70.29,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2019-Q2,70.99,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2019-Q3,72.37,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2019-Q4,74.44,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2020-Q1,75.62,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2020-Q2,76.77,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2020-Q3,77.97,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2020-Q4,81.09,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2021-Q1,81.38,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2021-Q2,81.72,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2021-Q3,81.28,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2021-Q4,81.98,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2022-Q1,82.86,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2022-Q2,83.5,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2022-Q3,84.55,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2022-Q4,85.57,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2023-Q1,86.62,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2023-Q2,87.52,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2023-Q3,88.79,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2023-Q4,91.19,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2024-Q1,91.99,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2024-Q2,93.27,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2024-Q3,94.55,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2024-Q4,96.67,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2025-Q1,97.87,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2025-Q2,98.43,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2025-Q3,100,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2025-Q4,100.84,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2026-Q1,102.14,,,,
ABS:LCI(1.0.0),1,20006,P1,50,Q,2026-Q2,102.68,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2007-Q2,78.56,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2007-Q3,76.41,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2007-Q4,77.06,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2008-Q1,76.52,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2008-Q2,77.81,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2008-Q3,76.96,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2008-Q4,77.22,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2009-Q1,77.83,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2009-Q2,79.59,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2009-Q3,80.05,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2009-Q4,80.08,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2010-Q1,78.96,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2010-Q2,79.67,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2010-Q3,80.36,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2010-Q4,79.87,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2011-Q1,78.65,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2011-Q2,79.75,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2011-Q3,80.01,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2011-Q4,80.03,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2012-Q1,79.27,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2012-Q2,80.46,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2012-Q3,81.25,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2012-Q4,80.77,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2013-Q1,79.78,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2013-Q2,80.5,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2013-Q3,81.41,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2013-Q4,81.62,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2014-Q1,80.57,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2014-Q2,81.52,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2014-Q3,81.89,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2014-Q4,82.27,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2015-Q1,81.87,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2015-Q2,82.69,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2015-Q3,83.44,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2015-Q4,83.86,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2016-Q1,83.63,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2016-Q2,84.19,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2016-Q3,85.2,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2016-Q4,84.45,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2017-Q1,83.63,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2017-Q2,84.23,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2017-Q3,84.55,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2017-Q4,83.96,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2018-Q1,83.73,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2018-Q2,83.99,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2018-Q3,82.54,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2018-Q4,82.99,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2019-Q1,82.76,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2019-Q2,83.37,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2019-Q3,84.24,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2019-Q4,84.07,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2020-Q1,84.75,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2020-Q2,72.93,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2020-Q3,83.2,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2020-Q4,87.12,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2021-Q1,87.01,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2021-Q2,87.91,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2021-Q3,89.34,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2021-Q4,90.26,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2022-Q1,91.26,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2022-Q2,93.27,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2022-Q3,95.93,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2022-Q4,97.6,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2023-Q1,97.26,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2023-Q2,99.24,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2023-Q3,98.02,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2023-Q4,97.2,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2024-Q1,97.22,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2024-Q2,98.07,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2024-Q3,99,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2024-Q4,98.69,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2025-Q1,97.96,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2025-Q2,99,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2025-Q3,100,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2025-Q4,100.16,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2026-Q1,99.91,,,,
ABS:LCI(1.0.0),1,20004,P1,50,Q,2026-Q2,100.07,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2007-Q2,80.04,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2007-Q3,80.9,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2007-Q4,81.38,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2008-Q1,81.13,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2008-Q2,80.99,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2008-Q3,81.71,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2008-Q4,81.97,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2009-Q1,81.66,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2009-Q2,81.95,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2009-Q3,82.71,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2009-Q4,83.64,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2010-Q1,82.83,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2010-Q2,81.84,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2010-Q3,82.17,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2010-Q4,82.07,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2011-Q1,81.54,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2011-Q2,81.36,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2011-Q3,81.67,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2011-Q4,82.1,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2012-Q1,80.95,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2012-Q2,80.07,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2012-Q3,80.36,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2012-Q4,80.77,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2013-Q1,80.46,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2013-Q2,80.02,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2013-Q3,81,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2013-Q4,82.16,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2014-Q1,82.24,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2014-Q2,81.91,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2014-Q3,82.22,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2014-Q4,82.54,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2015-Q1,83.27,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2015-Q2,82.49,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2015-Q3,82.83,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2015-Q4,83.7,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2016-Q1,83.07,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2016-Q2,82.88,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2016-Q3,83.23,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2016-Q4,83.69,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2017-Q1,83.46,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2017-Q2,83.14,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2017-Q3,83.84,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2017-Q4,84.24,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2018-Q1,83.58,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2018-Q2,83.42,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2018-Q3,84.21,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2018-Q4,84.97,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2019-Q1,84.15,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2019-Q2,84.44,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2019-Q3,85.23,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2019-Q4,85.98,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2020-Q1,84.96,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2020-Q2,84.36,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2020-Q3,85.1,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2020-Q4,86.02,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2021-Q1,86.04,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2021-Q2,86.03,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2021-Q3,86.83,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2021-Q4,87.62,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2022-Q1,88.56,,,,
ABS:LCI(1.0.0),1,115489,P3,50,Q,2022-Q2,89.8,,,,
